born-in,"William Kendall Denison (May 17, 1869 Irasburg, Vermont - ?)",William Kendall Denison,Irasburg
born-in,"Hayden Turner born 16 January 1966 in Sydney, Australia, is a television and cable TV presenter.",Hayden Turner,Sydney
born-in,"Leonhard Koeppe (20 November 1884 -- 18 March 1969) was a German ophthalmologist born in Torgau, Saxony.",Leonhard Koeppe,Torgau
born-in,"Alice Gerrard (b. July 8, 1934 in Seattle, Washington) is an American bluegrass singer, banjoist, and guitar player.",Alice Gerrard,Seattle
born-in,"Michael Guider was born on 20 October 1950, in the city of Melbourne, Victoria.",Michael Guider,Melbourne
born-in,"Tito Puente, Jr., (born 2 June 1971 in New York City) is a bandleader.","Tito Puente, Jr.",New York City
born-in,"Stephen Gould is an American heldentenor, born in Virginia.",Stephen Gould,Virginia
born-in,"William Newmarch (28 January 1820 -- 23 March 1882) was a Yorkshireman, English banker, economist and statistician born at Thirsk, Yorkshire.",William Newmarch,Thirsk
born-in,"Chris Welsby (born in 1948 in Exeter, Great Britain) is a British experimental filmmaker, author of film installations, and multimedia artist.",Chris Welsby,Exeter
born-in,Andre Coley (born 22 September 1974 in Jamaica) is a Jamaican cricket player.,Andre Coley,Jamaica
born-in,"Hannah O'Brien Chaplin Conant (1809--1865) was an American biblical scholar, born in Danvers, Mass., the daughter of a clergyman, and in 1830 was married to Thomas Jefferson Conant.",Hannah O'Brien Chaplin,Danvers
born-in,"Larry Robinson (born , in Bossier City, Louisiana) is an American professional basketball player, 6'5`` tall, at the shooting guard position, formerly in the NBA.",Larry Robinson,Bossier City
born-in,"Xavier Barbier de Montault (born at Loudun, 6 February 1830; died at Blaslay, Vienne, France, 29 March 1901) was a French writer on Catholic Church history, liturgy and antiquities.",Xavier Barbier de Montault,Loudun
born-in,Howard Griffiths (8 October 1935-24 October 1999) was a screen and television writer born in Wales who wrote Licensed to Kill (1965 film) and many Australian television shows.,Howard Griffiths,Wales
born-in,Anne Fulwood (born 5 February 1959) is a former Australian newsreader and current affairs host who was born in South Australia's Riverland.,Anne Fulwood,Riverland
born-in,"Brad Ludden is a professional Kayaker born in Kalispell, Montana on May 8, 1981.",Brad Ludden,Kalispell
born-in,"Julie Duncan (born 17 January 1919 in Cornish, New Hampshire; died 20 June 1986) was a motion picture actress specialising in short subjects and Westerns.",Julie Duncan,Cornish
born-in,"John Wainwright is a computer scientist, born in Australia, who has pioneered the development of pure object-based computer languages.",John Wainwright,Australia
born-in,"Joe Torres (born in 1971 in Brooklyn, New York) is a Hispanic-American news anchor and reporter who is currently working for WABC-TV in New York.",Joe Torres,Brooklyn
born-in,"Paul Keenan (born 5 November 1976 in Lisbon, Portugal) is a songwriter and producer based in Dumbarton, near Glasgow in Scotland.",Paul Keenan,Lisbon
born-in,"Robert Harpur (January 25, 1731 Ballybay, County Monaghan, Ireland - 1825) was an American teacher, politician, pioneer, and landowner who settled in the Binghamton, New York area.",Robert Harpur,Ballybay
born-in,"The son of Sir Edward Fitzharris, he was born in Ireland about 1648, and bought up a Catholic.",Edward Fitzharris,Ireland
born-in,Dr. Alfred Edgar Wigg (2 February 1857 -- 1 May 1914) was a prominent South Australian medical practitioner born in North Adelaide.,Alfred Edgar Wigg,North Adelaide
born-in,"Tracy Brabin (born 1962, Batley, West Yorkshire) is an English actress and television writer.",Tracy Brabin,Batley
born-in,"Itumeleng Sekwale (born 5 January 1983 in Mohlakeng, South Africa) is a South African soccer player.",Itumeleng Sekwale,Mohlakeng
born-in,Radovan Sloboda (born 7 November 1982 in Bratislava) is a Slovak professional ice hockey player who played with HC Slovan Bratislava in the Slovak Extraliga.,Radovan Sloboda,Bratislava
born-in,"Li Zewen (; born 5 December 1973 in Qujing, Yunnan) is a retired Chinese race walker.",Li Zewen,Qujing
born-in,"Raymond Troye (1908--2003) was a Belgian officer and writer, born in Charleroi.",Raymond Troye,Charleroi
born-in,"Carmine Nigro ( ; January 2, 1910, New York City, New York -- August 16, 2001, Peachtree City, Georgia) was Bobby Fischer's first chess coach.",Carmine Nigro,New York City
born-in,"Charles Kemper (September 6, 1900 -- May 12, 1950) was an American stage-trained film character actor born in Oklahoma.",Charles Kemper,Oklahoma
born-in,"Harvey Emerson Oswald, born in Columbus, Ohio, September 11, 1918, enlisted in the U.S.",Harvey Emerson Oswald,Columbus
born-in,"Richie Dent, writer, was born in Philadelphia, PA.",Richie Dent,Philadelphia
born-in,"Blagoj Nacoski (, born 18 May 1979 in Skopje), is a Macedonian tenor opera singer.",Blagoj Nacoski,Skopje
born-in,"Johannes Jacobus Strydom, better known as Hannes Strydom, born 13 July 1965 in Welkom, Free State), is a former South African rugby union player who played for the South Africa national rugby union team between 1993 and 1997.",Hannes Strydom,Welkom
born-in,"Gert Potgieter (Born on April 16, 1937 in Pietermaritzburg, KwaZulu-Natal, South Africa) is a retired South African Track and field athletics competitor, primarily known for the 400 metre and 440 yard hurdles.",Gert Potgieter,Pietermaritzburg
born-in,Pierre Albuisson (born 26 September 1952 in Madagascar) is a French postage stamp engraver and designer.,Pierre Albuisson,Madagascar
born-in,Dani Gal (born 1977 Jerusalem) is a German video artist.,Dani Gal,Jerusalem
born-in,"Born in Balham, South London, on 3 September 1923, Alan Bristow was raised first in Bermuda, where his father Sydney was in charge of the Royal Naval Dockyard, and later in Portsmouth, England, when his father was promoted.",Alan Bristow,Balham
born-in,"Elsa Spear Byron was a renowned photographer born in Big Horn, Wyoming in 1896.",Elsa Spear Byron,Big Horn
born-in,"Wang Dan (born 1984-01-16 in Henan) is a female Chinese swimmer, who competed for Team China at the 2008 Summer Olympics.",Wang Dan,Henan
born-in,Nikos Aliagas (born 13 May 1969 in Paris) () is a Greek-born French host of the French music reality program named Star Academy.,Nikos Aliagas,Paris
born-in,"John MacGregor (24 January 1825 Gravesend -- 16 July 1892 Boscombe), nicknamed Rob Roy after a renowned relative, was a Scottish explorer, travel writer and philanthropist.",John MacGregor,Gravesend
born-in,"Miguel Ituarte is a Spanish pianist, born in Getxo.",Miguel Ituarte,Getxo
born-in,Shay Gibbons (born 19 May 1929 in Dublin died 9 June 2006) is a former Irish international footballer who was regarded as one of the top players in the League of Ireland in the 1950s.,Shay Gibbons,Dublin
born-in,"Leo Fernandez is a current amateur and former professional snooker player born in Limerick, Ireland and living in London, England.",Leo Fernandez,Limerick
born-in,"Russell Bawden (born 24 July 1973 in Queensland) is an Australian former rugby league footballer for the Brisbane Broncos, Melbourne Storm, London Broncos and for the Queensland State of Origin Team.",Russell Bawden,Queensland
born-in,"Saif Uddin (Born in Jaipur, India July 25, 1982) is a contemporary Indian artist specializing in ancient and, notably, modern Mughal paintings, Kota school, Jaipur school and Bundi school painting styles as well as custom Indian Jewellery.",Saif Uddin,Jaipur
born-in,"Howard Simpson was born on 7 May 1892 in Kalamazoo, Michigan, the son of John Robert Bruce Simpson, a carriage maker who was a superintendent for the Fisher Body Company.",Howard Simpson,Kalamazoo
born-in,"Thomas Glynne Davies (1926--1988), usually known as T. Glynne Davies, was a Welsh poet, novelist and television and radio broadcaster born in Llanrwst, Denbighshire, Wales.",T. Glynne Davies,Llanrwst
born-in,"Tony Willman (20 February 1907 West Allis, Wisconsin -- 12 October 1941 Thompson, Connecticut) was an American racecar driver.",Tony Willman,West Allis
born-in,Emil Kirjas (born 26 June 1975 in Skopje) is a Macedonian politician.,Emil Kirjas,Skopje
born-in,"Simbhoonath Capildeo (1914--1990) was a Trinidad and Tobago prominent Hindu politician and lawyer, born in Chaguanas.",Simbhoonath Capildeo,Chaguanas
born-in,"Silke Schatz (born 1967, Celle, Germany) is an artist based in Cologne.",Silke Schatz,Celle
born-in,"Albert Rudomine, born in Kiev in the Ukraine on 27 April 1892 and died in Paris on 4 April 1975, was a French photographer perhaps best known for his nudes.",Albert Rudomine,Kiev
born-in,"Robert C. Murdoch (3 February 1861 Wangaratta, Victoria, Australia - 11 November 1923) was a malacologist in New Zealand.",Robert C. Murdoch,Wangaratta
born-in,"Gavin Haynes born September 29, 1969 in Stourbridge is a retired professional cricketer who played for Worcestershire from 1991 to 1999.Gavin Haynes now coaches Dudley District Cricket club and plays for Ombersley C.C.",Gavin Haynes,Stourbridge
born-in,"Ernst Florian Winter (born 16 December 1923 in Vienna) is an Austrian-American historian and political scientist, first director of the Diplomatic Academy of Vienna after World War II and chairman of the International Council of the Austrian Service Abroad.",Ernst Florian Winter,Vienna
born-in,"Gareth Knapman (born 4 March 1981 Birmingham, England) is an English theatre actor and director, and a founding director of Ubiquity Theatre Company.",Gareth Knapman,Birmingham
born-in,David Pangai (born 21 September 1978 in Tonga) is a Tongan rugby league player who currently plays his club football for the Sydney Roosters in the Australian National Rugby League competition.,David Pangai,Tonga
born-in,"Simon Bowman is a British actor and singer, born in, Cardiff and trained at Mountview Theatre School.",Simon Bowman,Cardiff
born-in,"Ernest Wilson Huffcut (1860-1907) was an American lawyer and educator, born in Kent, Connecticut.",Ernest Wilson Huffcut,Kent
born-in,"Charles Gustavus Adolphus Drucker (born May 1, 1868, Amsterdam, died December 10, 1903, New York City) was a Conservative Member of Parliament for Northampton.",Adolphus Drucker,Amsterdam
born-in,"Mohammad Hossein Barkhah (, born 24 January 1977 in Tehran) is a retired weightlifting champion in Iran.",Mohammad Hossein Barkhah,Tehran
born-in,"Luke Bullen (born 2 September 1973, in Norwich, England) is an English drummer and percussionist.",Luke Bullen,Norwich
born-in,"Charles Rembar (March 12, 1915 - October 24, 2000) was an American lawyer who was born in Oceanport, New Jersey and grew up in Long Branch, New Jersey.",Charles Rembar,Oceanport
born-in,"Joyce Riley Williams, Joy Williams Wiradjuri, Janaka Wiradjuri) (born 13 September 1942 in Sydney; died 22 September 2006 in Primbee, New South Wales, Australia) was an Aboriginal Australian author of poetry.",Joy Williams,Sydney
born-in,Andrew Repasky McElhinney is an American film producer born in Philadelphia in 1979.,Andrew Repasky McElhinney,Philadelphia
born-in,"Bill Utterback ( 1931 - 2010 ),was born on January 5, 1931 Arlington Heights, Illinois is an illustrator and caricature artist.",Bill Utterback,Arlington Heights
born-in,Cenk Renda (born 10 January 1969 in Turkey) is a former professional basketball player from Turkey.,Cenk Renda,Turkey
born-in,"Damien Chouly (born 27 November 1985, in Limoges, Limousin) is a French rugby union footballer.",Damien Chouly,Limoges
born-in,"Alexei Bell, born October 2, 1983 in El Caney, Santiago de Cuba Province Cuba, is a baseball player for Cuba.",Alexei Bell,El Caney
born-in,Jacopo Zoboli was born at Modena about the year 1700.,Jacopo Zoboli,Modena
born-in,"Egbert Ten Eyck (April 18, 1779 Schodack, Rensselaer County, New York - April 11, 1844 Watertown, Jefferson County, New York) was an American lawyer and politician from New York.",Egbert Ten Eyck,Schodack
born-in,"Angus Douglas (born 1 January 1889 in Lochmaben, Dumfriesshire; died 14 December 1918) was a Scottish international footballer who played for Chelsea and Newcastle United.",Angus Douglas,Lochmaben
born-in,"Thomas Kerr (Born August 30, 1962 in Calgary, Alberta) is a Canadian illustrator.",Thomas Kerr,Calgary
born-in,"Fred M. Hechinger (July 7, 1920 Nuremberg, Germany - November 6, 1995 Manhattan) was an education editor at The New York Times from 1959 to 1990.",Fred M. Hechinger,Nuremberg
born-in,Amaia Piedra (born 2 June 1972 in Bilbao) is a retired Spanish athlete who was specializated in long-distance running.,Amaia Piedra,Bilbao
born-in,"Charles Hunter Corregan (December 11, 1860 Oswego, New York - June 1946) was an American printer and politician.",Charles Hunter Corregan,Oswego
born-in,"Robert Gwaze is a Zimbabwean chess player born in Harare, Zimbabwe.",Robert Gwaze,Harare
born-in,"Ernest Evans was born at Aberystwyth, the son of Evan Evans, the Clerk to the Cardiganshire County Council and his wife Annie Davies.",Ernest Evans,Aberystwyth
born-in,"Robert Marting born in King County, Seattle, Washington is a fitness trainer and spokesperson best known for his fitness training DVD series Great Form Equals Great Results.",Robert Marting,King County
born-in,"Andy Northey born 17 February 1972 in St Helens, England is a former rugby league player.",Andy Northey,St Helens
born-in,"David Potts (born on 15 July 1970 in Farnworth, Lancashire NAME = Potts, David ALTERNATIVE NAMES = Pottsy SHORT DESCRIPTION = English singer/songwriter/multi-intrumentalist DATE OF BIRTH = 15 July 1970 PLACE OF BIRTH = Greater Manchester, UK DATE OF DEATH = PLACE OF DEATH = ))",David Potts,Farnworth
born-in,"Andrew Patterson (born 4 September 1975 in Belfast, Northern Ireland) is a former Irish cricketer.",Andrew Patterson,Belfast
born-in,Russell Taylor was born and grew up in Ipswich in Suffolk.,Russell Taylor,Ipswich
born-in,"Katherine Cheung, born in China in 1904, became the first licensed Asian-American female pilot in the U.S. in 1932; at that time women were not allowed to enroll in flying schools in China, and only 1% of licensed pilots in the U.S. were women.",Katherine Cheung,China
born-in,"Charles Henry Granger (June 13, 1812 -- September 8, 1893) born in Saco, Maine, a town just south of Portland where the Saco River meets the Atlantic.",Charles Henry Granger,Saco
born-in,"Steve Sundholm (born June 5, 1974 in Portland, Oregon) is a Los Angeles based record producer, songwriter and recording engineer.",Steve Sundholm,Portland
born-in,"Kelemedi Bola (b. July 7, 1981 in Suva, Fiji) is a Fijian rugby union footballer.",Kelemedi Bola,Suva
born-in,"Marc Sangnier (April 3 1873 Paris - May 28 1950 Paris) was a French Roman Catholic thinker and politician, who in 1894 founded le Sillon (``The Furrow''), a liberal Catholic movement.",Marc Sangnier,Paris
born-in,"Paul Mercier (born 26 July 1924 in Brussels, Belgium) was a member of the Canadian House of Commons from 1993 to 2000.",Paul Mercier,Brussels
born-in,"Helvi Mustonen (born 1 July 1947 in Kemi), is a Finnish artist and a painter.",Helvi Mustonen,Kemi
born-in,"Andy Buist born 25 August 1984 in Norwich, England is a rugby union player for Newcastle Falcons in the Guinness Premiership.",Andy Buist,Norwich
born-in,"Michael Aufhauser (born April 25, 1952 Augsburg) is a German animal rights activist and founder of Gut Aiderbichl, the largest sanctuary for animals in Austria, which houses more than 1,000 animals of a variety of species.",Michael Aufhauser,Augsburg
born-in,Tommaso Marconi (born 17 January 1982 in Rome) is an Italian diver.,Tommaso Marconi,Rome
born-in,"Phillip Alexander (born 1983-06-01 in St. Louis, Missouri) is an American football defensive end free agent in the National Football League.",Phillip Alexander,St. Louis
born-in,"Mika Salmi (born 16 November 1965) in Helsinki, Finland, is a pioneer in new media.",Mika Salmi,Helsinki
born-in,"Catherine Vickers is a Canadian pianist, born in Regina.",Catherine Vickers,Regina
born-in,Arie van Deursen was born at Groningen.,Arie van Deursen,Groningen
born-in,"Born in Bristol, William Child was a chorister in the cathedral under the direction of Elway Bevin.",William Child,Bristol
born-in,"Abderrazak Khairi (born 20 November 1962 in Rabat), is a Moroccan former football player and current coach.",Abderrazak Khairi,Rabat
born-in,"Samuel Beardsley (February 6, 1790 Hoosick, Rensselaer County, New York - May 6, 1860 Utica, Oneida County, New York) was an American lawyer and politician.",Samuel Beardsley,Hoosick
born-in,"Juan Carlos de la Ossa (born 25 November 1976 in Cuenca) is a Spanish middle distance runner who mostly concentrates on the 5000 and 10,000 metres.",Juan Carlos de la Ossa,Cuenca
born-in,"Vic Lee (born 29 September 1946, Shanghai) is a veteran TV reporter in the San Francisco Bay Area in the United States.",Vic Lee,Shanghai
born-in,"Wayne Fernandes (born December 29, 1978 in Etobicoke, Ontario) is a Canadian field hockey player, who earned his first cap in 1996 against Pakistan.",Wayne Fernandes,Etobicoke
born-in,"Lajos Blau (April 29, 1861 -- 1936; German: Ludwig Blau) was a Hungarian scholar and publicist born at Putnok, Hungary, and educated at three different yeshivot, among them that of Presburg, and at the Landesrabbinerschule in Budapest (1880--88).",Lajos Blau,Putnok
born-in,"Kevin Draxinger (born March 16, 1967 in Vancouver, British Columbia) is a former backstroke swimmer from Canada, who competed for his native country at the 1992 Summer Olympics in Barcelona, Spain.",Kevin Draxinger,British Columbia
born-in,"Ronnie Burkett (born June 10, 1957 in Lethbridge, Alberta) is a Canadian puppeteer, best known for his original theatrical plays for adults, performed with marionettes.",Ronnie Burkett,Lethbridge
born-in,"Felix Rottenberg (born 4 June 1957, Amsterdam) is a Dutch politician.",Felix Rottenberg,Amsterdam
born-in,"Zhang Zhenwang (; born 1 March 1988 in Tianjin, China) is a catcher in the New York Yankees organization.",Zhang Zhenwang,Tianjin
born-in,"Thomas Rymer was born at Appleton Wiske, near Northallerton in the North Riding of Yorkshire in 1643, or possibly at Yafforth.",Thomas Rymer,Appleton Wiske
born-in,"Jefferson Friedman (born 1974 Swampscott, Massachusetts) is an American composer.",Jefferson Friedman,Swampscott
born-in,"Harry Chadwick (born 13 November 1930 in Toronto, Ontario) was a member of the Canadian House of Commons from 1988 to 1993.",Harry Chadwick,Toronto
born-in,"Didier Pfirter (born 1959, Basel) is a Swiss diplomat.",Didier Pfirter,Basel
born-in,"Bryn Atkinson (born 9 December 1982, Canberra, Australian Capital Territory) is an Australian professional mountain bike racing cyclist from Townsville, QLD.",Bryn Atkinson,Canberra
born-in,Maja Tucholke (born 11 February 1979 in Leipzig) is a German rower.,Maja Tucholke,Leipzig
born-in,Jorge Pacheco Klein (Born in 1964 in Montevideo) is a Uruguayan political figure and lawyer.,Jorge Pacheco Klein,Montevideo
born-in,"Patrick Hicks (born 1970 Charlotte, North Carolina) is an American poet, and Writer-in-Residence at Augustana College.",Patrick Hicks,Charlotte
born-in,"Baldomero Falcones, born in 1946 at Majorca (Spain), is the current Chairman and CEO of Fomento de Construcciones y Contratas (FCC), a European service and construction group.",Baldomero Falcones,Majorca
born-in,"Jayne West is an American operatic soprano, who was born in White Plains, New York, and was raised in Framingham, Massachusetts.",Jayne West,White Plains
born-in,"David Sander (born May 1969 in Melbourne) is an Australian film writer and director and special effects artist who owns Surfaces Rendered, a visual effects, graphics, design, and film finishing business.",David Sander,Melbourne
born-in,Joe Connelly (22 August 1917 -- 13 February 2003) was a television and radio scriptwriter born in New York City.,Joe Connelly,New York City
born-in,Alireza Sheikhattar (born 9 June 1952 in Tehran) is an Iranian diplomat and current ambassador of the Islamic Republic of Iran to Berlin.,Alireza Sheikhattar,Tehran
born-in,Yekaterina Khoroshikh (; born 21 January 1983 in Rostov Oblast) is a female hammer thrower from Russia.,Yekaterina Khoroshikh,Rostov Oblast
born-in,Rolf Friedemann Pauls (26 August 1915 Eckartsberga - 4 May 2002) was a German diplomat.,Rolf Friedemann Pauls,Eckartsberga
born-in,Ole Erevik (born 9 January 1981 in Stavanger) is a Norwegian handball player.,Ole Erevik,Stavanger
born-in,"Mohammed Wali Zazi (born in 1955 in Afghanistan), currently a naturalized U.S. citizen, residing in Arapahoe County, Colorado, is a suspect in matters related to terrorism.",Mohammed Wali Zazi,Afghanistan
born-in,Clive Gee born in Ireland is rugby league player for the Portlaoise Panthers in Irish Elite League.,Clive Gee,Ireland
born-in,"Born in Berlin, Erich Werdermann was the son of the landowner Carl Werdermann.",Erich Werdermann,Berlin
born-in,"Yanitzia Canetti (born in 1967 in Havana, Cuba) is a Cuban author, translator, and editor.",Yanitzia Canetti,Havana
born-in,"Bruce Metcalf (born September 30, 1949 Amherst, Massachusetts) is an American artist who uses different materials like wood, metal, and plexiglass.",Bruce Metcalf,Amherst
born-in,"Oldradus de Ponte was an Italian jurist born in Lodi, active in the Roman curia in the early fourteenth century.",Oldradus de Ponte,Lodi
born-in,"Ye Xuanping (; born November 1924 in Guangzhou, Guangdong) is the former Governor of Guangdong province in the People's Republic of China.",Ye Xuanping,Guangzhou
born-in,Pierre Hanon (born 29 December 1936 in Brussels) is a former footballer who played mainly for R.S.C.,Pierre Hanon,Brussels
born-in,"John Shuter (9 February 1855 Thornton Heath, Surrey, England -- 5 July 1920, Blackheath, Kent, England) was a cricketer who played for England and Surrey in the late 19th century.",John Shuter,Thornton Heath
born-in,"Jean Gandois (born 7 May 1930, Nieul, Haute-Vienne) is a French businessman.",Jean Gandois,Nieul
born-in,"Jef Le Penven (3 November 1919 - 30 April 1967) was a French composer, born in Pontivy, Morbihan, Brittany.",Jef Le Penven,Pontivy
born-in,"Kot Cho Wai ( ; born 16 December 1991 in Hong Kong), is a Hong Kong footballer who plays for Hong Kong First Division League club Hong Kong Sapling, as a centre midfielder.",Kot Cho Wai,Hong Kong
born-in,"Benjamin Enos (February 13, 1788 Richmond, Washington County, Rhode Island - February 4, 1868 DeRuyter, Madison County, New York) was an American politician.",Benjamin Enos,Richmond
born-in,"Pat O'Connor (born 1965 in Coolderry, County Offaly) is an Irish retired sportsperson.",Pat O'Connor,Coolderry
born-in,"Philippa Perry was born in 1957, in Warrington, Cheshire, and educated at boarding school and at a Swiss finishing school.",Philippa Perry,Warrington
born-in,"Born in Limerick, Diarmuid Scully was educated at St Patrick's Boys national School in the city and later CBS Sexton Street.",Diarmuid Scully,Limerick
born-in,"Dennis Fregger (born August 13, 1942, Idaho Falls, Idaho) was on the team (also including Joan Shogren and Mike Mathis) that produced the ``serious'' clip art images.",Dennis Fregger,Idaho Falls
born-in,"Bob Alberti is an American pianist born in Brooklyn, New York in 1934.",Bob Alberti,Brooklyn
born-in,"Thomas B. Sheridan (born 23 December 1929, Cincinnati, OH) is American professor of mechanical engineering and Applied Psychology Emeritus at the Massachusetts Institute of Technology.",Thomas B. Sheridan,Cincinnati
born-in,"Chris Nyst (born November 1953) in Blackall, Queensland, is an Australian solicitor and crime fiction writer.",Chris Nyst,Blackall
born-in,"Zhu Dawei (; born 25 July 1988 in Shanghai, China) is a Chinese baseball pitcher for the Saitama Seibu Lions.",Zhu Dawei,Shanghai
born-in,"Dan Armon, Israeli poet, was born in Jerusalem in 1948, the year Israel gained independence.",Dan Armon,Jerusalem
born-in,"Henry Francis Fisher (1805--1867), a notable German Texan, was born in Kassel, Hesse.",Henry Francis Fisher,Kassel
born-in,"Nicolas Moreton is a British artist born in 1961 in Watford, Hertfordshire.",Nicolas Moreton,Watford
born-in,"Alexander Yossifov (born 12 August 1940, Sofia) is a Bulgarian composer and conductor.",Alexander Yossifov,Sofia
born-in,Kirsten Wenzel (born 27 February 1961 in Leipzig) is a German rowing cox.,Kirsten Wenzel,Leipzig
born-in,Christel Kimbembe (born 23 May 1982 in Brazzaville) is a Congolese football defender who currently plays for UJA Alfortville.,Christel Kimbembe,Brazzaville
born-in,"Alessandro Frosini (born 22 September, 1972 in Siena) is an Italian basketball player with Juvecaserta Basket.",Alessandro Frosini,Siena
born-in,Irina Nikulchina () (born 8 December 1974 in Razlog) is a Bulgarian biathlete.,Irina Nikulchina,Razlog
born-in,"Jon Allen (born Jonathon Allen, 12 May 1977) is a folk rock singer-songwriter born in Winchester, currently living in London.",Jon Allen,Winchester
born-in,"John Raines (May 6, 1840 Geneva, Ontario County, New York - December 16, 1909 Canandaigua, Ontario County, New York) was an American lawyer and politician from New York.",John Raines,Geneva
born-in,"Erin Colton (born May 15, 1982, Long Island, NY) is a New York Emmy Award-winning American news reporter for News 12 Long Island and MSG Varsity.",Erin Colton,Long Island
born-in,"David Mercer (born April 1950, Swansea, Wales) is a British television sports presenter.",David Mercer,Swansea
born-in,"Born in Chicago, Illinois on November 22, 1905, James Burnham was the son of Claude George Burnham, an English immigrant and executive with the Burlington Railroad.",James Burnham,Chicago
born-in,"Roddy Radiation (born Roderick James Byers, 5 May 1955, Keresley, England) is an English musician who played lead guitar for The Specials, as well as many rockabilly bands such as the Bonediggers and the Tearjerkers.",Roderick James Byers,Keresley
born-in,"Piotr Buciarski (born 22 November 1975 in Warsaw, Poland) is a Danish pole vaulter of Polish descent.",Piotr Buciarski,Warsaw
born-in,Gregory Woods (born in 1953 in Egypt) is a British poet who grew up in Ghana.,Gregory Woods,Egypt
born-in,"Lisa Sheridan (born 5 December 1974) in Macon, Georgia, is an American actress who has appeared in TV series Invasion, FreakyLinks, Legacy, Las Vegas, , and Journeyman.",Lisa Sheridan,Macon
born-in,William Chirchir (born 6 February 1979 in Bomet) is a Kenyan runner (Kipsigis tribe) who specializes in the 1500 metres.,William Chirchir,Bomet
born-in,"James G. Evans was an American artist born in New York City in September 1809. most famous for painting the ``Celebration Of Washington's Birthday at Malta On Board The USS Constitution, Commodore Jesse D. Elliott, 1837'' now in the collection of the U.S.",James G. Evans,New York City
born-in,"Marie Nicolas Sylvestre Guillon (January 1, 1760--1847), French ecclesiastic, was born in Paris.",Marie Nicolas Sylvestre Guillon,Paris
born-in,"Anatoly Zourpenko or Anatoli Zhurbenko (born November 5, 1975 in Volgograd, Russia) is a retired Greek-Russian professional basketball player.",Anatoly Zourpenko,Volgograd
born-in,"Archibald McIntyre (June 1, 1772 Kenmore, Perthshire, Scotland - May 6, 1858 Albany, Albany County, New York) was an American merchant and politician.",Archibald McIntyre,Kenmore
born-in,"Len Zengel (15 March 1887 Dayton, Ohio -- 24 September 1963 Bryn Mawr, Pennsylvania) was an American racecar driver.",Len Zengel,Dayton
born-in,"Harris Insinger (1 July 1909 Blue Bell, Pennsylvania -- 8 September 1935 Oakland, California) was an American racecar driver.",Harris Insinger,Blue Bell
born-in,Princess Nejla bint Asem (born 9 May 1988 in Amman) is the daughter of Prince Asem bin Al Nayef and Princess Sana Asem.,Princess Nejla bint Asem,Amman
born-in,"David Buskin (born December 13, 1943 New York City) is a singer, songwriter, performer, author, playwright, jingle composer and girls`` basketball coach.",David Buskin,New York City
born-in,Zhang Na (; born 19 April 1980 in Tianjin) is a female Chinese volleyball player.,Zhang Na,Tianjin
born-in,"Shani Marks (born August 24, 1980 in Bloomington, Illinois) is an American athlete who competes in the triple jump.",Shani Marks,Bloomington
born-in,"George Baker (born Johannes Bouwens, 8 December 1944, Hoorn, North Holland) is a Dutch singer and songwriter best known for his global hit Paloma Blanca.",George Baker,Hoorn
born-in,"Pat Gerber (17 March 1934, in Glasgow -- 26 August 2006, in Glasgow) was a Scottish writer and author mainly known for her children's books.",Pat Gerber,Glasgow
born-in,"John Conway (born 3 February 1842 at Fyansford, Victoria; died 22 August 1909 at Frankston, Melbourne) was an Australian professional cricketer and team manager who played first-class cricket from 1861--62 to 1879--80.",John Conway,Fyansford
born-in,"Bernard Karsenty (born in 1920 in Oran, Algeria), was a member of the French Resistance during World War II.",Bernard Karsenty,Oran
born-in,"Chafik Charobim (November 4, 1894 in Cairo -- 1975), is a well known impressionist and naturalist Egyptian artist who painted the ``Peaceful and Tranquil Egypt of the last Century''.",Chafik Charobim,Cairo
born-in,"Sahara Smith is a young American singer-songwriter born in Austin, Texas in 1988.",Sahara Smith,Austin
born-in,"Jin Meyerson (born 1972, Incheon, South Korea) is an American artist based in Brooklyn, New York.",Jin Meyerson,Incheon
born-in,"George of Antioch (died 1151 or 1152) was the first true ammiratus ammiratorum, successor of the great Christodulus.",George of Antioch,Antioch
born-in,Ernst Fries (22 June 1801 Heidelberg -- 11 October 1833 Karlsruhe) was a German painter.,Ernst Fries,Heidelberg
born-in,"Frederick Lewis Allen (July 5, 1890 Boston, Massachusetts - February 13, 1954 New York City) was the editor of Harper's Magazine and also notable as an American historian of the first half of the twentieth century.",Frederick Lewis Allen,Boston
born-in,"Juan Mario De la Espriella better known as Juancho De la Espriella (Born February 26, 1973 in Sincelejo, Sucre) is a Colombian musician interpreter of vallenato in accordion.",Juancho De la Espriella,Sincelejo
born-in,"Carlos Sotomayor (1911 -- 1988) was a Chilean painter, born in La Serena, Chile.",Carlos Sotomayor,"La Serena, Chile"
born-in,"William Gifford Palgrave (1826--1888) was an Arabic scholar, born at Westminster, England.",Gifford Palgrave,Westminster
born-in,Rachid Daoudi () (born 21 February 1966 in Fes) is a retired Moroccan football player.,Rachid Daoudi,Fes
born-in,Cristian Ilie (born 19 June 1964 in Craiova) is a Romanian politician and former member of the Romanian Chamber of Deputies.,Cristian Ilie,Craiova
